country,year,award_category,rank_no,score,process,total_value,weight_kg,acidity_str_agg,aroma_flavor_str_agg,other_str_agg,overall_str_agg,characteristics_str_agg
peru,2019,coe,1,92.28,Washed,8381.14,192.00095768,"creamy,exotic,very,well balanced,juicy,well rounded,jasmine finish","subtle acidity,effervescent","sweet potato,candied chestnut,raspberry,tropical fruits,jasmine,malt,cola nut,toasted marshmallow,sweet tobacco,black cherry,baked peached,cinnamon,papaya,mango,clove","sweet potato,candied chestnut,raspberry,tropical fruits,jasmine,malt,cola nut,toasted marshmallow,sweet tobacco,black cherry,baked peached,cinnamon,papaya,mango,clove","sweet potato,candied chestnut,raspberry,tropical fruits,jasmine,malt,cola nut,toasted marshmallow,sweet tobacco,black cherry,baked peached,cinnamon,papaya,mango,clove"
peru,2019,coe,18,87.72,Washed,6283.91,347.60115736,"juicy,smooth,green tea,herbal aftertaste,good clarity,consistent","citric,malic","floral,bright,mandarin,caramel,passionfruit,rainer cherry,lime,cocoa,cocoa nibs,molasses,fuji apple,green apple,jicama","floral,bright,mandarin,caramel,passionfruit,rainer cherry,lime,cocoa,cocoa nibs,molasses,fuji apple,green apple,jicama","floral,bright,mandarin,caramel,passionfruit,rainer cherry,lime,cocoa,cocoa nibs,molasses,fuji apple,green apple,jicama"
peru,2019,coe,2,91.44,Washed,11904.9,179.99891336,"creamy,unique,exotic,structured,complex,lemon ice tea,orange marmalade","citric,malic,juicy,tartaric,malic","floral,orange,mango,caraway seed,peach,clove,apricot,eucalyptus,cinnamon,black tea,with lemon,bergamot,blueberry pie,dark fruits","floral,orange,mango,caraway seed,peach,clove,apricot,eucalyptus,cinnamon,black tea,with lemon,bergamot,blueberry pie,dark fruits","floral,orange,mango,caraway seed,peach,clove,apricot,eucalyptus,cinnamon,black tea,with lemon,bergamot,blueberry pie,dark fruits"
peru,2020,coe,24,87,Natural,9128.76,345.06104216,"acetic acid,acetic acid,citrus,complex,fruity,lime,lime juicy,phosphoric acid,structured,tartaric acid,tartaric acid","strawberry,strawberry,strawberry,strawberry,apricot,apricot,apricot,chocolate,chocolate,chocolate,cacao nibs,cacao nibs,concord grape,concord grape,dark chocolate,dark chocolate,process forward,process forward,tropical fruit,tropical fruit,yellow plum,yellow plum,anise,acetic,banana,berry,bittersweet chocolate,black currant,blueberry,brown spice,candy,cherry,cherry cough sweets,citric acid,cocoa powder,dried berry,grape,green,herb,honey,jasmine,liqueur chocolate,mint,molasses,mouth drying,oak,pineapple,raspberry,red currant,ripe fruit,sesame,smoked wood,sour,sugar cane,sweet spice,syrupy,whiskey,white grape,winey","creamy mouthfeel,oily","creamy mouthfeel,oily","creamy mouthfeel,oily"
peru,2020,coe,1,90,Washed,20122.83,180.0306648,"citric acid,citric acid,citric acid,citric acid,tartaric acid,tartaric acid,bright,complex,lively,malic acid,pungent,refine,sweet,tart,tartaric acid,vibrant","floral,floral,floral,floral,floral,floral,floral,grape,grape,grape,honey,honey,honey,juicy,juicy,juicy,chocolate,chocolate,creamy,creamy,jasmine,jasmine,lemon,lime,lime,lime,lime,mango,mango,melon,melon,milk chocolate,milk chocolate,muscat,muscat,orange,orange,strawberry,strawberry,apple,apricot,black cherry,black currant,black tea,blackberry,butter,citrus,cocoa,cream,fruity,grassy,hibiscus,jammy,lemongrass,liquorice,lychee,mandarin orange,molasses,peach,pear,pomelo,powdery,red currant,roasted hazelnut,rose hips,salted lemon,savory,stone fruit,sweet,sugary,tomato,tropical fruit,watermelon,citric acid,citric acid,citric acid,citric acid,tartaric acid,tartaric acid,bright,complex,lively,malic acid,pungent,refine,sweet,tart,tartaric acid,vibrant","complex,creamy,floral,high acidity,lingering,peach jam,round,silky,thickness","complex,creamy,floral,high acidity,lingering,peach jam,round,silky,thickness","complex,creamy,floral,high acidity,lingering,peach jam,round,silky,thickness"
peru,2020,coe,17,87.54,Washed,8283.33,341.56838376,"citric acid,citric acid,citric acid,malic acid,malic acid,juicy,lime,structured,tartaric acid,tartaric acid","red currant,red currant,red currant,black tea,black tea,chocolate,chocolate,dried dates,dried dates,honey,honey,juicy,juicy,stone fruit,stone fruit,tangerine,tangerine,barbecue,bitter chocolate,black currant,black pepper,black tea,stem,brown spice,caramel,cherry,cinnamon,cola,creamy,cream caramel,dark fruit,earthy,green apple,herb,jasmine,leathery,light passionfruit,lime,malt,mandarin orange,mango,maple syrup,molasses,muddled,mushroom,orange,passion fruit,pipe tobacco,plum,prune,raisin,red grape,resonant,salted lemon,savory,strawberry,sweet lime,tropical fruit,very sweet,watermelon,white grape","coating,fell over time,juicy mouthfeel,little smoky,round mouthfeel","coating,fell over time,juicy mouthfeel,little smoky,round mouthfeel","coating,fell over time,juicy mouthfeel,little smoky,round mouthfeel"
peru,2020,coe,5,88.88,Washed,14573.1,286.15758504,"malic acid,malic acid,malic acid,citric acid,citric acid,complex,complex,bright,bright acidity,citrus,lemon,lively,melon,tartaric acid,vibrant","floral,floral,floral,jasmine,jasmine,jasmine,orange,orange,orange,cinnamon,cinnamon,milk chocolate,milk chocolate,stone fruit,stone fruit,almond,apricot,brown spice,candy,cantaloupe,chocolate,citrus,cream,dried fruit,earl grey,tea,fruity,grape,green apple,green tea,herb,honey,kiwi,lemon,lemon,lime,lychee,mandarin orange,matcha,molasses,oolong tea,passion fruit,peach,plum,praline,prune,refined,smooth,sweet,sweet,sugary,watermelon","bakers chocolate,green tea finish,juicy,lingering,roots","bakers chocolate,green tea finish,juicy,lingering,roots","bakers chocolate,green tea finish,juicy,lingering,roots"
peru,2020,coe,10,88.58,Washed,20598.23,317.79562704,"citric acid,citric acid,citric acid,citrus,citrus,complex,complex,lemon,lime,lime,bright,fruity,juicy,malic acid,tartaric acid","floral,floral,floral,floral,floral,floral,jasmine,jasmine,jasmine,jasmine,black tea,black tea,brown sugar,brown sugar,fruity,fruity,honey,honey,lychee,lychee,mint,mint,orange,orange,stone fruit,stone fruit,white grape,white grape,almond,apricot,baked citrus,baked orange,bergamot,berry,blackberry,bright,caramel candies,cereal,chocolate,cinnamon,coffee blossom,dried fruit,elegant,florals,grapefruit,herb,jasmine honeysuckle,juicy,lemon,lemon,lime,lemongrass,mango,marshmallow,milk chocolate,muscat,melon,nut,oats,peach,pear,raspberry,simple syrup,sweet,sugary,white tea,white wine","improves as it cools,improves as it cools,aroma of lychee,citrus,creamy,floral,floral aroma,grapefruit,grassy,lingering,sharp,silky,winey finish","improves as it cools,improves as it cools,aroma of lychee,citrus,creamy,floral,floral aroma,grapefruit,grassy,lingering,sharp,silky,winey finish","improves as it cools,improves as it cools,aroma of lychee,citrus,creamy,floral,floral aroma,grapefruit,grassy,lingering,sharp,silky,winey finish"
peru,2020,coe,18,87.54,Washed,6329.2,287.08744864,"citrus,citrus,malic acid,malic acid,black tea,citric acid,citrus with low freshness,complex,orange,plum,simple,soft,tartaric acid","floral,floral,floral,floral,floral,caramel,caramel,caramel,lemon,lemon,lemon,apple,apple,cherry,cherry,cocoa,cocoa,green tea,green tea,orange,orange,banana,biscuity,black cherry,brown sugar,chocolate,cinnamon,concord grape,dark chocolate,green apple,green grape,honey,lemon,lime,lemongrass,malt,mandarin orange,milk chocolate,mint,mouth drying,nut,peach,plum,sharp,sweet,sweet lime,tamarind,tangerine,tangy,toffee,tomato,vanilla,white grape,yellow fruit","lemongrass,roasted hazelnut","lemongrass,roasted hazelnut","lemongrass,roasted hazelnut"
peru,2020,coe,4,88.92,Washed,10211.43,264.67546792,"malic acid,malic acid,malic acid,malic acid,bright,bright,bright,complex,complex,apricot,citric acid,citrus,multiple fruit acid,soft,tangy,vibrant","floral,floral,floral,lemon,lemon,lemon,peach,peach,peach,black currant,black currant,black tea,black tea,blackberry,blackberry,citrus fruit,citrus fruit,mango,mango,nutty,nutty,apple,apricot,apricot with low ripeness,acetic,berry,blueberry,brown sugar,caramel,chocolate,dark chocolate,dark fruits,fruity,grapefruit,grassy,honey,improves as it cools,jasmine,leafy greens,lime,mandarin orange,mandarin,melon,nectarine,olive,orange,panela,pineapple,praline,raspberry,red apple,red currant,savory,smoothie,star fruit,sugar cane,sweet,sweet,sugary,tangerine,toffee,white grape,yoghurt","juicy,smooth mouthfeel,sweet aftertaste","juicy,smooth mouthfeel,sweet aftertaste","juicy,smooth mouthfeel,sweet aftertaste"
peru,2020,coe,9,88.58,Washed,10212.11,284.17992392,"citric acid,citric acid,citric acid,malic acid,malic acid,malic acid,tartaric acid,tartaric acid,tartaric acid,apricot,complex,grapefruit,juicy,lemon,lime,lemon peel,structured,tangy,tartaric acid","cinnamon,cinnamon,cinnamon,dried fruit,dried fruit,dried fruit,floral,floral,green tea,green tea,muscat,muscat,almond,apple,bergamot,black cherry,black currant,black pepper,black tea,brown spice,caramel,cherry,cocoa,cocoa powder,cola,crispy,dried dates,earl grey,tea,green grape,herb,jammy,jasmine,juicy,kiwi,leafy greens,lime,lychee,mandarin orange,maple syrup,melon,molasses,moreish,muddled,nut,orange,peach,plum,red apple,red currant,red fruit,red grape,sugar cane,sweet,sweet aromatics,tangy,vanilla","coating,cooled thin,improves,light spearmint","coating,cooled thin,improves,light spearmint","coating,cooled thin,improves,light spearmint"
peru,2020,coe,7,88.77,Washed,8791.36,249.23066032,"crisp,fades,green grape,green tea,herb,juicy,long,sweet aftertaste,quick finish,savory cup,white peach","citric acid,citric acid,citric acid,citric acid,malic acid,malic acid,malic acid,malic acid,tartaric acid,tartaric acid,tartaric acid,apricot,grapefruit,lime,soft,structured,sweet citric","floral,floral,floral,floral,floral,floral,peach,peach,peach,peach,jasmine,jasmine,jasmine,lemon,lemon,lemon,brown sugar,brown sugar,cinnamon,cinnamon,citrus,citrus,honey,honey,mandarin orange,mandarin orange,muscat,muscat,nut,nut,raspberry,raspberry,apricot,bergamot,black tea,brown spice,caramel,caramelized,cherry,chocolate,clean,concord grape,dates,dried fruit,earl gray,fruity,grape,herbal,juicy,lemon,lime,low ripeness,lychee,mild,oatcakes,passion fruit,pear,prune,red apple,red grape,salted butter,spicy,stone fruit,strawberry,sweet,toffee,vanilla,white grape","floral,floral,floral,floral,floral,floral,peach,peach,peach,peach,jasmine,jasmine,jasmine,lemon,lemon,lemon,brown sugar,brown sugar,cinnamon,cinnamon,citrus,citrus,honey,honey,mandarin orange,mandarin orange,muscat,muscat,nut,nut,raspberry,raspberry,apricot,bergamot,black tea,brown spice,caramel,caramelized,cherry,chocolate,clean,concord grape,dates,dried fruit,earl gray,fruity,grape,herbal,juicy,lemon,lime,low ripeness,lychee,mild,oatcakes,passion fruit,pear,prune,red apple,red grape,salted butter,spicy,stone fruit,strawberry,sweet,toffee,vanilla,white grape","floral,floral,floral,floral,floral,floral,peach,peach,peach,peach,jasmine,jasmine,jasmine,lemon,lemon,lemon,brown sugar,brown sugar,cinnamon,cinnamon,citrus,citrus,honey,honey,mandarin orange,mandarin orange,muscat,muscat,nut,nut,raspberry,raspberry,apricot,bergamot,black tea,brown spice,caramel,caramelized,cherry,chocolate,clean,concord grape,dates,dried fruit,earl gray,fruity,grape,herbal,juicy,lemon,lime,low ripeness,lychee,mild,oatcakes,passion fruit,pear,prune,red apple,red grape,salted butter,spicy,stone fruit,strawberry,sweet,toffee,vanilla,white grape"
peru,2020,coe,14,87.81,Washed,7199.02,294.18162752,"citric acid,citric acid,citric acid,citric acid,malic acid,malic acid,malic acid,juicy,juicy,bright,complex,grapefruit,lemon,lime,orange,tartaric acid","orange,orange,orange,orange,orange,apple,apple,black currant,black currant,floral,floral,green apple,green apple,lemon,lemon,lime,lime,apples,black cherry,black tea,brown sugar,cane sugar,caramel,cherry,citrus,clean,cranberry,dark chocolate,dried prune,green grape,hazelnut,herb,hint blackcurrant,honey,jasmine honeysuckle,juicy,kiwi,leafy greens,long aftertaste,low intensity,mandarin orange,mango,mild,milk chocolate,mint,nut bar,pineapple,plum,quinic,red apple,ripe,simple,soft,sugar cane,sweet,sugary,syrupy,tangerine,tartaric acid,toffee,tropical fruit,winey","creamy,syrupy","creamy,syrupy","creamy,syrupy"
peru,2020,coe,20,87.27,Washed,9647.36,310.35218232,"citric acid,citric acid,malic acid,malic acid,bright,crispy,lemon,lime,mandarin orange,structure,sweet,tart","orange,orange,orange,orange,green apple,green apple,green apple,dried fruit,dried fruit,herb,herb,sage,sage,apple,berry,bittersweet chocolate,blackberry,blueberry,brown spice,brown sugar,caramel,cedar,cigar,citrus fruit,cocoa,floral,green tea,red wine,lemon,lime,mandarin orange,mint,muscat,nut,pear,plum,raspberry,rich,salted lemon,salty nuts,savory,sour candy,sparkling,sweet,unripe peach,white wine","chamomile,coating,complex acidity,lasting fruity and floral,mild,savory,sour beer,spices,stone fruit","chamomile,coating,complex acidity,lasting fruity and floral,mild,savory,sour beer,spices,stone fruit","chamomile,coating,complex acidity,lasting fruity and floral,mild,savory,sour beer,spices,stone fruit"
peru,2020,coe,23,87.15,Washed,11785.04,562.69448376,"malic acid,malic acid,malic acid,bright,bright,cherry,citric acid,citrus,citrus fruit,complex,fades as it cools,gentle,lemon,lime,ripe,structured acidity","caramel,caramel,caramel,caramel,caramel,caramel,caramel,caramel,floral,floral,floral,floral,floral,berry,berry,brown sugar,brown sugar,citrus,citrus,mandarin orange,mandarin orange,orange,orange,plum,plum,stone fruit,stone fruit,sugar cane,sugar cane,apple,apricot,bittersweet chocolate,black cherry,brown spice,cane sugar,cocoa,crispy,dried figs,fresh bread,good structure,green tea,guava,herb,lemon,licorice anise,maple syrup,molasses,nut,nut skins,papaya,passion fruit,peach,red apple,roasted almond,strong,sweet,syrupy,toffee,tropical fruit,vegetative,white grape,yellow plum","citrus,clean,complex,crisp finish,grain,cereal,green tea,improves as it cools,juicy,smooth,some floral to start with,sweet orange","citrus,clean,complex,crisp finish,grain,cereal,green tea,improves as it cools,juicy,smooth,some floral to start with,sweet orange","citrus,clean,complex,crisp finish,grain,cereal,green tea,improves as it cools,juicy,smooth,some floral to start with,sweet orange"
peru,2020,coe,12,88.38,Washed,12856.74,550.1617368,"citric acid,citric acid,citric acid,malic acid,malic acid,apricot,bright,citrus fruit,complex,flat,green apple,pithy,simple,tart","floral,floral,floral,floral,floral,floral,jasmine,jasmine,jasmine,jasmine,orange,orange,orange,caramel,caramel,green apple,green apple,lemon,lime,lime,muscat,muscat,nut,nut,peach,peach,watermelon,watermelon,bright,brown sugar,cane sugar,caramelized,cherry,cinnamon,cinnamon,cocoa powder,delicate,dried dates,dried fig,dried fruit,dry finish,fruity,gentle,grain,cereal,grapefruit,hazelnut,herb,honey,jasmine honeysuckle,juicy,lactic,lemon tea,lemongrass,magnolia,malt,milk chocolate,mint,oat,plum,raisin,rosewater,sweet,white grape","cedar as it cooled,clean,excellence,fades,juicy,menthol,mouth drying,sweet,sugary","cedar as it cooled,clean,excellence,fades,juicy,menthol,mouth drying,sweet,sugary","cedar as it cooled,clean,excellence,fades,juicy,menthol,mouth drying,sweet,sugary"
peru,2020,coe,16,87.65,Washed,6402.48,259.2958668,"brown spice,consistency,creamy,crisp finish,holds,juicy,light bodied,sweet tobacco","malic acid,malic acid,balanced,citric acid,citrus fruit,juicy,lactic acid,mandarin orange,orange,tartaric acid","milk chocolate,milk chocolate,milk chocolate,milk chocolate,stone fruit,stone fruit,stone fruit,berry,berry,brown sugar,brown sugar,caramel,caramel,chocolate,chocolate,citrus,citrus,lime,lime,nut,nut,orange,orange,raspberry,raspberry,strawberry,strawberry,bittersweet chocolate,black tea,blueberry,candy,flat,floral,fruit and nut bar,green apple,herb,muscat,honey,jasmine,juicy,lemon,mandarin orange,melon,passion fruit,pear,pomegranate,process,red currant,roasted hazelnut,savory,sugar cane,sweet,sugary,tangerine,vanilla,watery,white grape","milk chocolate,milk chocolate,milk chocolate,milk chocolate,stone fruit,stone fruit,stone fruit,berry,berry,brown sugar,brown sugar,caramel,caramel,chocolate,chocolate,citrus,citrus,lime,lime,nut,nut,orange,orange,raspberry,raspberry,strawberry,strawberry,bittersweet chocolate,black tea,blueberry,candy,flat,floral,fruit and nut bar,green apple,herb,muscat,honey,jasmine,juicy,lemon,mandarin orange,melon,passion fruit,pear,pomegranate,process,red currant,roasted hazelnut,savory,sugar cane,sweet,sugary,tangerine,vanilla,watery,white grape","milk chocolate,milk chocolate,milk chocolate,milk chocolate,stone fruit,stone fruit,stone fruit,berry,berry,brown sugar,brown sugar,caramel,caramel,chocolate,chocolate,citrus,citrus,lime,lime,nut,nut,orange,orange,raspberry,raspberry,strawberry,strawberry,bittersweet chocolate,black tea,blueberry,candy,flat,floral,fruit and nut bar,green apple,herb,muscat,honey,jasmine,juicy,lemon,mandarin orange,melon,passion fruit,pear,pomegranate,process,red currant,roasted hazelnut,savory,sugar cane,sweet,sugary,tangerine,vanilla,watery,white grape"
